,x,y,x_scaled,y_scaled
2778,2530,2050,0.77666015625,0.009765625
2779,2531,2049,0.7782714843749999,0.0048828125
2780,2532,2050,0.7798828124999999,0.009765625
2781,2533,2049,0.781494140625,0.0048828125
2782,2534,2049,0.78310546875,0.0048828125
2783,2535,2050,0.784716796875,0.009765625
2784,2536,2050,0.7863281249999999,0.009765625
2785,2537,2049,0.7879394531249999,0.0048828125
2786,2538,2050,0.78955078125,0.009765625
2787,2539,2050,0.791162109375,0.009765625
2788,2540,2049,0.7927734375,0.0048828125
2789,2541,2050,0.7943847656249999,0.009765625
2790,2542,2049,0.7959960937499999,0.0048828125
2791,2543,2050,0.797607421875,0.009765625
2792,2544,2049,0.79921875,0.0048828125
2793,2545,2050,0.800830078125,0.009765625
2794,2546,2050,0.8024414062499999,0.009765625
2795,2547,2049,0.8040527343749999,0.0048828125
2796,2548,2050,0.8056640625,0.009765625
2797,2549,2049,0.807275390625,0.0048828125
2798,2550,2050,0.80888671875,0.009765625
2799,2551,2050,0.8104980468749999,0.009765625
2800,2552,2050,0.8121093749999999,0.009765625
2801,2553,2050,0.813720703125,0.009765625
2802,2554,2049,0.81533203125,0.0048828125
2803,2555,2050,0.816943359375,0.009765625
2804,2556,2050,0.8185546874999999,0.009765625
2805,2557,2050,0.8201660156249999,0.009765625
2806,2558,2050,0.82177734375,0.009765625
2807,2559,2049,0.823388671875,0.0048828125
2808,2560,2049,0.825,0.0048828125
2809,2561,2050,0.8266113281249999,0.009765625
2810,2562,2050,0.8282226562499999,0.009765625
2811,2563,2050,0.829833984375,0.009765625
2812,2564,2049,0.8314453125,0.0048828125
2813,2565,2049,0.833056640625,0.0048828125
2814,2566,2050,0.8346679687499999,0.009765625
2815,2567,2050,0.8362792968749999,0.009765625
2816,2568,2050,0.837890625,0.009765625
2817,2569,2050,0.839501953125,0.009765625
2818,2570,2050,0.84111328125,0.009765625
2819,2571,2050,0.8427246093749999,0.009765625
2820,2572,2049,0.8443359374999999,0.0048828125
2821,2573,2051,0.845947265625,0.0146484375
2822,2574,2050,0.84755859375,0.009765625
2823,2575,2050,0.849169921875,0.009765625
2824,2576,2049,0.8507812499999999,0.0048828125
2825,2577,2049,0.8523925781249999,0.0048828125
2826,2578,2049,0.85400390625,0.0048828125
2827,2579,2050,0.855615234375,0.009765625
2828,2580,2049,0.8572265625,0.0048828125
2829,2581,2048,0.8588378906249999,0.0
2830,2582,2049,0.8604492187499999,0.0048828125
2831,2583,2050,0.862060546875,0.009765625
2832,2584,2049,0.863671875,0.0048828125
2833,2585,2050,0.865283203125,0.009765625
2834,2586,2050,0.8668945312499999,0.009765625
2835,2587,2050,0.8685058593749999,0.009765625
2836,2588,2050,0.8701171875,0.009765625
2837,2589,2050,0.871728515625,0.009765625
2838,2590,2049,0.87333984375,0.0048828125
2839,2591,2049,0.8749511718749999,0.0048828125
2840,2592,2052,0.8765624999999999,0.01953125
2841,2593,2050,0.878173828125,0.009765625
2842,2594,2050,0.87978515625,0.009765625
2843,2595,2046,0.881396484375,-0.009765625
2844,2596,2050,0.8830078124999999,0.009765625
2845,2597,2046,0.8846191406249999,-0.009765625
2846,2598,2048,0.88623046875,0.0
2847,2599,2050,0.887841796875,0.009765625
2848,2600,2050,0.889453125,0.009765625
2849,2601,2049,0.8910644531249999,0.0048828125
2850,2602,2050,0.8926757812499999,0.009765625
2851,2603,2049,0.894287109375,0.0048828125
2852,2604,2050,0.8958984375,0.009765625
2853,2605,2050,0.897509765625,0.009765625
2854,2606,2050,0.8991210937499999,0.009765625
2855,2607,2050,0.9007324218749999,0.009765625
2856,2608,2050,0.90234375,0.009765625
2857,2609,2049,0.903955078125,0.0048828125
2858,2610,2050,0.90556640625,0.009765625
2859,2611,2050,0.9071777343749999,0.009765625
2860,2612,2052,0.9087890624999999,0.01953125
2861,2613,2050,0.910400390625,0.009765625
2862,2614,2050,0.91201171875,0.009765625
2863,2615,2049,0.913623046875,0.0048828125
2864,2616,2050,0.9152343749999999,0.009765625
2865,2617,2049,0.9168457031249999,0.0048828125
2866,2618,2049,0.91845703125,0.0048828125
2867,2619,2048,0.920068359375,0.0
2868,2620,2050,0.9216796875,0.009765625
2869,2621,2044,0.9232910156249999,-0.01953125
2870,2622,2050,0.9249023437499999,0.009765625
2871,2623,2050,0.926513671875,0.009765625
2872,2624,2050,0.928125,0.009765625
2873,2625,2050,0.929736328125,0.009765625
2874,2626,2050,0.9313476562499999,0.009765625
2875,2627,2049,0.9329589843749999,0.0048828125
2876,2628,2050,0.9345703125,0.009765625
2877,2629,2050,0.936181640625,0.009765625
2878,2630,2050,0.93779296875,0.009765625
2879,2631,2050,0.9394042968749999,0.009765625
2880,2632,2050,0.9410156249999999,0.009765625
2881,2633,2046,0.942626953125,-0.009765625
2882,2634,2050,0.94423828125,0.009765625
2883,2635,2049,0.945849609375,0.0048828125
2884,2636,2049,0.9474609374999999,0.0048828125
2885,2637,2050,0.9490722656249999,0.009765625
2886,2638,2050,0.95068359375,0.009765625
2887,2639,2050,0.952294921875,0.009765625
2888,2640,2050,0.95390625,0.009765625
2889,2641,2050,0.9555175781249999,0.009765625
2890,2642,2050,0.9571289062499999,0.009765625
2891,2643,2049,0.958740234375,0.0048828125
2892,2644,2049,0.9603515625,0.0048828125
2893,2645,2050,0.961962890625,0.009765625
2894,2646,2050,0.9635742187499999,0.009765625
2895,2647,2050,0.9651855468749999,0.009765625
2896,2648,2049,0.966796875,0.0048828125
2897,2649,2050,0.968408203125,0.009765625
2898,2650,2049,0.97001953125,0.0048828125
2899,2651,2048,0.9716308593749999,0.0
2900,2652,2050,0.9732421874999999,0.009765625
2901,2653,2052,0.974853515625,0.01953125
2902,2654,2050,0.97646484375,0.009765625
2903,2655,2050,0.978076171875,0.009765625
2904,2656,2050,0.9796874999999999,0.009765625
2905,2657,2050,0.9812988281249999,0.009765625
2906,2658,2050,0.98291015625,0.009765625
2907,2659,2050,0.984521484375,0.009765625
2908,2660,2050,0.9861328125,0.009765625
2909,2661,2049,0.9877441406249999,0.0048828125
2910,2662,2048,0.9893554687499999,0.0
2911,2663,2050,0.990966796875,0.009765625
2912,2664,2050,0.992578125,0.009765625
2913,2665,2049,0.994189453125,0.0048828125
2914,2666,2049,0.9958007812499999,0.0048828125
2915,2667,2049,0.9974121093749999,0.0048828125
2916,2668,2049,0.9990234375,0.0048828125
2917,2669,2050,1.0006347656249999,0.009765625
2918,2670,2050,1.00224609375,0.009765625
2919,2671,2050,1.003857421875,0.009765625
2920,2672,2050,1.00546875,0.009765625
2921,2673,2049,1.007080078125,0.0048828125
2922,2674,2050,1.0086914062499999,0.009765625
2923,2675,2049,1.010302734375,0.0048828125
2924,2676,2050,1.0119140625,0.009765625
2925,2677,2050,1.013525390625,0.009765625
2926,2678,2050,1.01513671875,0.009765625
2927,2679,2050,1.0167480468749999,0.009765625
2928,2680,2049,1.018359375,0.0048828125
2929,2681,2050,1.019970703125,0.009765625
2930,2682,2047,1.02158203125,-0.0048828125
2931,2683,2049,1.023193359375,0.0048828125
2932,2684,2050,1.0248046874999999,0.009765625
2933,2685,2048,1.026416015625,0.0
2934,2686,2049,1.02802734375,0.0048828125
2935,2687,2050,1.029638671875,0.009765625
2936,2688,2049,1.03125,0.0048828125
2937,2689,2050,1.0328613281249999,0.009765625
2938,2690,2050,1.03447265625,0.009765625
2939,2691,2049,1.036083984375,0.0048828125
2940,2692,2050,1.0376953125,0.009765625
2941,2693,2050,1.039306640625,0.009765625
2942,2694,2049,1.0409179687499999,0.0048828125
2943,2695,2050,1.042529296875,0.009765625
2944,2696,2050,1.044140625,0.009765625
2945,2697,2049,1.045751953125,0.0048828125
2946,2698,2050,1.04736328125,0.009765625
2947,2699,2050,1.0489746093749999,0.009765625
2948,2700,2050,1.0505859375,0.009765625
2949,2701,2050,1.052197265625,0.009765625
2950,2702,2050,1.05380859375,0.009765625
2951,2703,2050,1.055419921875,0.009765625
2952,2704,2050,1.0570312499999999,0.009765625
2953,2705,2049,1.058642578125,0.0048828125
2954,2706,2050,1.06025390625,0.009765625
2955,2707,2050,1.061865234375,0.009765625
2956,2708,2048,1.0634765625,0.0
2957,2709,2048,1.0650878906249999,0.0
2958,2710,2050,1.06669921875,0.009765625
2959,2711,2050,1.068310546875,0.009765625
2960,2712,2049,1.069921875,0.0048828125
2961,2713,2050,1.071533203125,0.009765625
2962,2714,2050,1.0731445312499999,0.009765625
2963,2715,2049,1.074755859375,0.0048828125
2964,2716,2050,1.0763671875,0.009765625
2965,2717,2050,1.077978515625,0.009765625
2966,2718,2050,1.07958984375,0.009765625
2967,2719,2050,1.0812011718749999,0.009765625
2968,2720,2049,1.0828125,0.0048828125
2969,2721,2048,1.084423828125,0.0
2970,2722,2049,1.08603515625,0.0048828125
2971,2723,2050,1.087646484375,0.009765625
2972,2724,2050,1.0892578124999999,0.009765625
2973,2725,2050,1.090869140625,0.009765625
2974,2726,2049,1.09248046875,0.0048828125
2975,2727,2050,1.094091796875,0.009765625
2976,2728,2050,1.095703125,0.009765625
2977,2729,2050,1.0973144531249999,0.009765625
2978,2730,2050,1.09892578125,0.009765625
2979,2731,2050,1.100537109375,0.009765625
2980,2732,2051,1.1021484375,0.0146484375
2981,2733,2050,1.103759765625,0.009765625
2982,2734,2049,1.1053710937499999,0.0048828125
2983,2735,2050,1.106982421875,0.009765625
2984,2736,2049,1.10859375,0.0048828125
2985,2737,2050,1.110205078125,0.009765625
2986,2738,2050,1.11181640625,0.009765625
2987,2739,2050,1.1134277343749999,0.009765625
2988,2740,2049,1.1150390625,0.0048828125
2989,2741,2049,1.116650390625,0.0048828125
2990,2742,2050,1.11826171875,0.009765625
2991,2743,2046,1.119873046875,-0.009765625
2992,2744,2050,1.1214843749999999,0.009765625
2993,2745,2050,1.123095703125,0.009765625
2994,2746,2049,1.12470703125,0.0048828125
2995,2747,2049,1.126318359375,0.0048828125
2996,2748,2049,1.1279296875,0.0048828125
2997,2749,2050,1.1295410156249999,0.009765625
2998,2750,2049,1.13115234375,0.0048828125
2999,2751,2050,1.132763671875,0.009765625
3000,2752,2050,1.134375,0.009765625
3001,2753,2049,1.135986328125,0.0048828125
3002,2754,2050,1.1375976562499999,0.009765625
3003,2755,2050,1.139208984375,0.009765625
3004,2756,2050,1.1408203125,0.009765625
3005,2757,2050,1.142431640625,0.009765625
3006,2758,2048,1.14404296875,0.0
3007,2759,2050,1.1456542968749999,0.009765625
3008,2760,2050,1.147265625,0.009765625
3009,2761,2050,1.148876953125,0.009765625
3010,2762,2050,1.15048828125,0.009765625
3011,2763,2050,1.152099609375,0.009765625
3012,2764,2049,1.1537109374999999,0.0048828125
3013,2765,2049,1.155322265625,0.0048828125
3014,2766,2050,1.15693359375,0.009765625
3015,2767,2048,1.158544921875,0.0
3016,2768,2049,1.16015625,0.0048828125
3017,2769,2050,1.1617675781249999,0.009765625
3018,2770,2050,1.16337890625,0.009765625
3019,2771,2050,1.164990234375,0.009765625
3020,2772,2048,1.1666015625,0.0
3021,2773,2046,1.168212890625,-0.009765625
3022,2774,2049,1.1698242187499999,0.0048828125
3023,2775,2050,1.171435546875,0.009765625
3024,2776,2050,1.173046875,0.009765625
3025,2777,2050,1.174658203125,0.009765625
3026,2778,2049,1.17626953125,0.0048828125
3027,2779,2050,1.1778808593749999,0.009765625
3028,2780,2047,1.1794921875,-0.0048828125
3029,2781,2049,1.181103515625,0.0048828125
3030,2782,2048,1.18271484375,0.0
3031,2783,2049,1.184326171875,0.0048828125
3032,2784,2050,1.1859374999999999,0.009765625
3033,2785,2050,1.187548828125,0.009765625
3034,2786,2049,1.18916015625,0.0048828125
3035,2787,2050,1.190771484375,0.009765625
3036,2788,2049,1.1923828125,0.0048828125
3037,2789,2050,1.1939941406249999,0.009765625
3038,2790,2045,1.19560546875,-0.0146484375
3039,2791,2049,1.197216796875,0.0048828125
3040,2792,2050,1.198828125,0.009765625
3041,2793,2050,1.200439453125,0.009765625
3042,2794,2049,1.2020507812499999,0.0048828125
3043,2795,2050,1.203662109375,0.009765625
3044,2796,2049,1.2052734375,0.0048828125
3045,2797,2049,1.206884765625,0.0048828125
3046,2798,2050,1.20849609375,0.009765625
3047,2799,2050,1.2101074218749999,0.009765625
3048,2800,2050,1.21171875,0.009765625
3049,2801,2049,1.213330078125,0.0048828125
3050,2802,2049,1.21494140625,0.0048828125
3051,2803,2050,1.216552734375,0.009765625
3052,2804,2046,1.2181640624999999,-0.009765625
3053,2805,2050,1.219775390625,0.009765625
3054,2806,2049,1.22138671875,0.0048828125
3055,2807,2050,1.222998046875,0.009765625
3056,2808,2046,1.224609375,-0.009765625
3057,2809,2050,1.2262207031249999,0.009765625
3058,2810,2049,1.22783203125,0.0048828125
3059,2811,2049,1.229443359375,0.0048828125
3060,2812,2047,1.2310546875,-0.0048828125
3061,2813,2050,1.232666015625,0.009765625
3062,2814,2050,1.2342773437499999,0.009765625
3063,2815,2050,1.235888671875,0.009765625
3064,2816,2050,1.2374999999999998,0.009765625
3065,2817,2050,1.239111328125,0.009765625
3066,2818,2049,1.24072265625,0.0048828125
3067,2819,2050,1.2423339843749999,0.009765625
3068,2820,2050,1.2439453125,0.009765625
3069,2821,2050,1.2455566406249998,0.009765625
3070,2822,2049,1.24716796875,0.0048828125
3071,2823,2050,1.248779296875,0.009765625
3072,2824,2050,1.2503906249999999,0.009765625
3073,2825,2050,1.252001953125,0.009765625
3074,2826,2050,1.2536132812499998,0.009765625
3075,2827,2050,1.255224609375,0.009765625
3076,2828,2050,1.2568359375,0.009765625
3077,2829,2050,1.2584472656249999,0.009765625
3078,2830,2049,1.26005859375,0.0048828125
3079,2831,2050,1.2616699218749998,0.009765625
3080,2832,2049,1.26328125,0.0048828125
3081,2833,2050,1.264892578125,0.009765625
3082,2834,2049,1.2665039062499999,0.0048828125
3083,2835,2049,1.268115234375,0.0048828125
3084,2836,2050,1.2697265624999998,0.009765625
3085,2837,2050,1.271337890625,0.009765625
3086,2838,2049,1.27294921875,0.0048828125
3087,2839,2049,1.2745605468749999,0.0048828125
3088,2840,2049,1.276171875,0.0048828125
3089,2841,2050,1.2777832031249998,0.009765625
3090,2842,2050,1.27939453125,0.009765625
3091,2843,2050,1.281005859375,0.009765625
3092,2844,2050,1.2826171874999999,0.009765625
3093,2845,2050,1.284228515625,0.009765625
3094,2846,2049,1.2858398437499998,0.0048828125
3095,2847,2050,1.287451171875,0.009765625
3096,2848,2049,1.2890625,0.0048828125
3097,2849,2050,1.2906738281249999,0.009765625
3098,2850,2050,1.29228515625,0.009765625
3099,2851,2050,1.2938964843749998,0.009765625
3100,2852,2049,1.2955078125,0.0048828125
3101,2853,2049,1.297119140625,0.0048828125
3102,2854,2049,1.2987304687499999,0.0048828125
3103,2855,2049,1.300341796875,0.0048828125
3104,2856,2050,1.3019531249999998,0.009765625
3105,2857,2049,1.303564453125,0.0048828125
3106,2858,2049,1.30517578125,0.0048828125
3107,2859,2049,1.3067871093749999,0.0048828125
3108,2860,2048,1.3083984375,0.0
3109,2861,2050,1.3100097656249998,0.009765625
3110,2862,2050,1.31162109375,0.009765625
3111,2863,2050,1.313232421875,0.009765625
3112,2864,2050,1.3148437499999999,0.009765625
3113,2865,2050,1.316455078125,0.009765625
3114,2866,2050,1.3180664062499998,0.009765625
3115,2867,2050,1.319677734375,0.009765625
3116,2868,2049,1.3212890625,0.0048828125
3117,2869,2050,1.3229003906249999,0.009765625
3118,2870,2049,1.32451171875,0.0048828125
3119,2871,2049,1.3261230468749998,0.0048828125
3120,2872,2047,1.327734375,-0.0048828125
3121,2873,2049,1.329345703125,0.0048828125
3122,2874,2049,1.3309570312499999,0.0048828125
3123,2875,2050,1.332568359375,0.009765625
3124,2876,2050,1.3341796874999998,0.009765625
3125,2877,2049,1.335791015625,0.0048828125
3126,2878,2049,1.33740234375,0.0048828125
3127,2879,2049,1.3390136718749999,0.0048828125
3128,2880,2050,1.340625,0.009765625
3129,2881,2049,1.3422363281249998,0.0048828125
3130,2882,2050,1.34384765625,0.009765625
3131,2883,2050,1.345458984375,0.009765625
3132,2884,2050,1.3470703124999999,0.009765625
3133,2885,2049,1.348681640625,0.0048828125
3134,2886,2050,1.3502929687499998,0.009765625
3135,2887,2049,1.351904296875,0.0048828125
3136,2888,2050,1.353515625,0.009765625
3137,2889,2050,1.3551269531249999,0.009765625
3138,2890,2050,1.35673828125,0.009765625
3139,2891,2049,1.3583496093749998,0.0048828125
3140,2892,2049,1.3599609375,0.0048828125
3141,2893,2049,1.361572265625,0.0048828125
3142,2894,2050,1.3631835937499999,0.009765625
3143,2895,2049,1.364794921875,0.0048828125
3144,2896,2048,1.3664062499999998,0.0
3145,2897,2049,1.368017578125,0.0048828125
3146,2898,2049,1.36962890625,0.0048828125
3147,2899,2049,1.3712402343749999,0.0048828125
3148,2900,2049,1.3728515625,0.0048828125
3149,2901,2049,1.3744628906249998,0.0048828125
3150,2902,2050,1.37607421875,0.009765625
3151,2903,2049,1.377685546875,0.0048828125
3152,2904,2049,1.3792968749999999,0.0048828125
3153,2905,2050,1.380908203125,0.009765625
3154,2906,2049,1.3825195312499998,0.0048828125
3155,2907,2050,1.384130859375,0.009765625
3156,2908,2051,1.3857421875,0.0146484375
3157,2909,2049,1.3873535156249999,0.0048828125
3158,2910,2050,1.38896484375,0.009765625
3159,2911,2050,1.3905761718749998,0.009765625
3160,2912,2050,1.3921875,0.009765625
3161,2913,2049,1.393798828125,0.0048828125
3162,2914,2049,1.3954101562499999,0.0048828125
3163,2915,2050,1.397021484375,0.009765625
3164,2916,2050,1.3986328124999998,0.009765625
3165,2917,2050,1.400244140625,0.009765625
3166,2918,2050,1.40185546875,0.009765625
3167,2919,2049,1.4034667968749999,0.0048828125
3168,2920,2051,1.405078125,0.0146484375
3169,2921,2050,1.4066894531249998,0.009765625
3170,2922,2049,1.40830078125,0.0048828125
3171,2923,2050,1.409912109375,0.009765625
3172,2924,2050,1.4115234374999999,0.009765625
3173,2925,2049,1.413134765625,0.0048828125
3174,2926,2049,1.4147460937499998,0.0048828125
3175,2927,2050,1.416357421875,0.009765625
3176,2928,2049,1.41796875,0.0048828125
3177,2929,2050,1.4195800781249999,0.009765625
3178,2930,2049,1.42119140625,0.0048828125
3179,2931,2049,1.4228027343749998,0.0048828125
3180,2932,2050,1.4244140625,0.009765625
3181,2933,2049,1.426025390625,0.0048828125
3182,2934,2049,1.4276367187499999,0.0048828125
3183,2935,2049,1.429248046875,0.0048828125
3184,2936,2050,1.4308593749999998,0.009765625
3185,2937,2049,1.432470703125,0.0048828125
3186,2938,2049,1.43408203125,0.0048828125
3187,2939,2049,1.4356933593749999,0.0048828125
3188,2940,2050,1.4373046875,0.009765625
3189,2941,2050,1.4389160156249998,0.009765625
3190,2942,2050,1.44052734375,0.009765625
3191,2943,2050,1.442138671875,0.009765625
3192,2944,2050,1.4437499999999999,0.009765625
3193,2945,2050,1.445361328125,0.009765625
3194,2946,2050,1.4469726562499998,0.009765625
3195,2947,2050,1.448583984375,0.009765625
3196,2948,2050,1.4501953125,0.009765625
3197,2949,2050,1.4518066406249999,0.009765625
3198,2950,2049,1.45341796875,0.0048828125
3199,2951,2046,1.4550292968749998,-0.009765625
3200,2952,2049,1.456640625,0.0048828125
3201,2953,2050,1.458251953125,0.009765625
3202,2954,2050,1.4598632812499999,0.009765625
3203,2955,2049,1.461474609375,0.0048828125
3204,2956,2050,1.4630859374999998,0.009765625
3205,2957,2049,1.464697265625,0.0048828125
3206,2958,2050,1.46630859375,0.009765625
3207,2959,2049,1.4679199218749999,0.0048828125
3208,2960,2048,1.46953125,0.0
3209,2961,2050,1.4711425781249998,0.009765625
3210,2962,2050,1.47275390625,0.009765625
3211,2963,2049,1.474365234375,0.0048828125
3212,2964,2050,1.4759765624999999,0.009765625
3213,2965,2050,1.477587890625,0.009765625
3214,2966,2049,1.4791992187499998,0.0048828125
3215,2967,2049,1.480810546875,0.0048828125
3216,2968,2050,1.482421875,0.009765625
3217,2969,2047,1.4840332031249999,-0.0048828125
3218,2970,2050,1.48564453125,0.009765625
3219,2971,2050,1.4872558593749998,0.009765625
3220,2972,2049,1.4888671875,0.0048828125
3221,2973,2050,1.490478515625,0.009765625
3222,2974,2049,1.4920898437499999,0.0048828125
3223,2975,2050,1.493701171875,0.009765625
3224,2976,2050,1.4953124999999998,0.009765625
3225,2977,2049,1.496923828125,0.0048828125
3226,2978,2050,1.49853515625,0.009765625
3227,2979,2049,1.5001464843749999,0.0048828125
3228,2980,2050,1.5017578125,0.009765625
3229,2981,2049,1.5033691406249998,0.0048828125
3230,2982,2050,1.50498046875,0.009765625
3231,2983,2049,1.506591796875,0.0048828125
3232,2984,2049,1.5082031249999999,0.0048828125
3233,2985,2049,1.509814453125,0.0048828125
3234,2986,2049,1.5114257812499998,0.0048828125
3235,2987,2050,1.513037109375,0.009765625
3236,2988,2049,1.5146484375,0.0048828125
3237,2989,2047,1.5162597656249999,-0.0048828125
3238,2990,2051,1.51787109375,0.0146484375
3239,2991,2050,1.5194824218749998,0.009765625
3240,2992,2049,1.52109375,0.0048828125
3241,2993,2050,1.522705078125,0.009765625
3242,2994,2050,1.5243164062499999,0.009765625
3243,2995,2050,1.525927734375,0.009765625
3244,2996,2050,1.5275390624999998,0.009765625
3245,2997,2050,1.529150390625,0.009765625
3246,2998,2050,1.53076171875,0.009765625
3247,2999,2049,1.5323730468749999,0.0048828125
3248,3000,2049,1.533984375,0.0048828125
3249,3001,2049,1.5355957031249998,0.0048828125
3250,3002,2049,1.53720703125,0.0048828125
3251,3003,2050,1.538818359375,0.009765625
3252,3004,2046,1.5404296874999999,-0.009765625
3253,3005,2049,1.542041015625,0.0048828125
3254,3006,2050,1.5436523437499998,0.009765625
3255,3007,2046,1.545263671875,-0.009765625
3256,3008,2050,1.546875,0.009765625
3257,3009,2044,1.5484863281249999,-0.01953125
3258,3010,2049,1.55009765625,0.0048828125
3259,3011,2049,1.5517089843749998,0.0048828125
3260,3012,2049,1.5533203125,0.0048828125
3261,3013,2049,1.554931640625,0.0048828125
3262,3014,2050,1.5565429687499999,0.009765625
3263,3015,2047,1.558154296875,-0.0048828125
3264,3016,2050,1.5597656249999998,0.009765625
3265,3017,2049,1.561376953125,0.0048828125
3266,3018,2050,1.56298828125,0.009765625
3267,3019,2049,1.5645996093749999,0.0048828125
3268,3020,2049,1.5662109375,0.0048828125
3269,3021,2045,1.5678222656249998,-0.0146484375
3270,3022,2045,1.56943359375,-0.0146484375
3271,3023,2049,1.571044921875,0.0048828125
3272,3024,2049,1.5726562499999999,0.0048828125
3273,3025,2048,1.574267578125,0.0
3274,3026,2049,1.5758789062499998,0.0048828125
3275,3027,2047,1.577490234375,-0.0048828125
3276,3028,2048,1.5791015625,0.0
3277,3029,2049,1.5807128906249999,0.0048828125
3278,3030,2048,1.58232421875,0.0
3279,3031,2049,1.5839355468749998,0.0048828125
3280,3032,2047,1.585546875,-0.0048828125
3281,3033,2049,1.587158203125,0.0048828125
3282,3034,2049,1.5887695312499999,0.0048828125
3283,3035,2048,1.590380859375,0.0
3284,3036,2048,1.5919921874999998,0.0
3285,3037,2045,1.593603515625,-0.0146484375
3286,3038,2047,1.59521484375,-0.0048828125
3287,3039,2045,1.5968261718749999,-0.0146484375
3288,3040,2049,1.5984375,0.0048828125
3289,3041,2047,1.6000488281249998,-0.0048828125
3290,3042,2048,1.60166015625,0.0
3291,3043,2047,1.603271484375,-0.0048828125
3292,3044,2047,1.6048828124999999,-0.0048828125
3293,3045,2048,1.606494140625,0.0
3294,3046,2047,1.6081054687499998,-0.0048828125
3295,3047,2049,1.609716796875,0.0048828125
3296,3048,2046,1.611328125,-0.009765625
3297,3049,2048,1.6129394531249999,0.0
3298,3050,2048,1.61455078125,0.0
3299,3051,2047,1.6161621093749998,-0.0048828125
3300,3052,2047,1.6177734375,-0.0048828125
3301,3053,2046,1.619384765625,-0.009765625
3302,3054,2047,1.6209960937499999,-0.0048828125
3303,3055,2047,1.622607421875,-0.0048828125
3304,3056,2047,1.6242187499999998,-0.0048828125
3305,3057,2047,1.625830078125,-0.0048828125
3306,3058,2046,1.62744140625,-0.009765625
3307,3059,2046,1.6290527343749999,-0.009765625
3308,3060,2046,1.6306640625,-0.009765625
3309,3061,2046,1.6322753906249998,-0.009765625
3310,3062,2045,1.63388671875,-0.0146484375
3311,3063,2045,1.635498046875,-0.0146484375
3312,3064,2045,1.6371093749999999,-0.0146484375
3313,3065,2046,1.638720703125,-0.009765625
3314,3066,2045,1.6403320312499998,-0.0146484375
3315,3067,2044,1.641943359375,-0.01953125
3316,3068,2045,1.6435546875,-0.0146484375
3317,3069,2042,1.6451660156249999,-0.029296875
3318,3070,2044,1.64677734375,-0.01953125
3319,3071,2044,1.6483886718749998,-0.01953125
3320,3072,2043,1.65,-0.0244140625
3321,3073,2042,1.651611328125,-0.029296875
3322,3074,2042,1.6532226562499999,-0.029296875
3323,3075,2042,1.654833984375,-0.029296875
3324,3076,2042,1.6564453124999998,-0.029296875
3325,3077,2040,1.658056640625,-0.0390625
3326,3078,2037,1.65966796875,-0.0537109375
3327,3079,2036,1.6612792968749999,-0.05859375
3328,3080,2038,1.662890625,-0.048828125
3329,3081,2035,1.6645019531249998,-0.0634765625
3330,3082,2035,1.66611328125,-0.0634765625
3331,3083,2034,1.667724609375,-0.068359375
3332,3084,2034,1.6693359374999999,-0.068359375
3333,3085,2033,1.670947265625,-0.0732421875
3334,3086,2031,1.6725585937499998,-0.0830078125
3335,3087,2036,1.674169921875,-0.05859375
3336,3088,2035,1.67578125,-0.0634765625
3337,3089,2035,1.6773925781249999,-0.0634765625
3338,3090,2030,1.67900390625,-0.087890625
3339,3091,2028,1.6806152343749998,-0.09765625
3340,3092,2028,1.6822265625,-0.09765625
3341,3093,2027,1.683837890625,-0.1025390625
3342,3094,2026,1.6854492187499999,-0.107421875
3343,3095,2025,1.687060546875,-0.1123046875
3344,3096,2024,1.6886718749999998,-0.1171875
3345,3097,2023,1.690283203125,-0.1220703125
3346,3098,2022,1.69189453125,-0.126953125
3347,3099,2020,1.6935058593749999,-0.13671875
3348,3100,2020,1.6951171875,-0.13671875
3349,3101,2019,1.6967285156249998,-0.1416015625
3350,3102,2017,1.69833984375,-0.1513671875
3351,3103,2016,1.699951171875,-0.15625
3352,3104,2014,1.7015624999999999,-0.166015625
3353,3105,2013,1.703173828125,-0.1708984375
3354,3106,2011,1.7047851562499998,-0.1806640625
3355,3107,2010,1.706396484375,-0.185546875
3356,3108,2009,1.7080078125,-0.1904296875
3357,3109,2006,1.7096191406249999,-0.205078125
3358,3110,2006,1.71123046875,-0.205078125
3359,3111,2003,1.7128417968749998,-0.2197265625
3360,3112,2002,1.714453125,-0.224609375
3361,3113,2000,1.716064453125,-0.234375
3362,3114,1997,1.7176757812499999,-0.2490234375
3363,3115,1994,1.719287109375,-0.263671875
3364,3116,1993,1.7208984374999998,-0.2685546875
3365,3117,1990,1.722509765625,-0.283203125
3366,3118,1986,1.72412109375,-0.302734375
3367,3119,1986,1.7257324218749999,-0.302734375
3368,3120,1983,1.72734375,-0.3173828125
3369,3121,1981,1.7289550781249998,-0.3271484375
3370,3122,1979,1.73056640625,-0.3369140625
3371,3123,1976,1.732177734375,-0.3515625
3372,3124,1973,1.7337890624999999,-0.3662109375
3373,3125,1971,1.735400390625,-0.3759765625
3374,3126,1967,1.7370117187499998,-0.3955078125
3375,3127,1965,1.738623046875,-0.4052734375
3376,3128,1961,1.740234375,-0.4248046875
3377,3129,1958,1.7418457031249999,-0.439453125
3378,3130,1956,1.74345703125,-0.44921875
3379,3131,1951,1.7450683593749998,-0.4736328125
3380,3132,1948,1.7466796875,-0.48828125
3381,3133,1945,1.748291015625,-0.5029296875
